project_name,approach,provider,model_name,prompt_template,run_id,reconciliation_status,metadata_selected_csv_path,article_selected_csv_path,reason
TNTConcept,direct,deepseek,deepseek-chat,few_shot,run_1,recovered_unique_sibling_csv,outputs/TNTConcept/direct/deepseek/deepseek-chat/few_shot/run_1.csv,outputs/TNTConcept/direct/deepseek/deepseek-chat/few_shot/tnt - deepseek - fs.csv,Latest successful metadata selected a missing canonical path; the same condition folder contained exactly one CSV artifact.
TNTConcept,direct,deepseek,deepseek-chat,zero_shot,run_1,recovered_unique_sibling_csv,outputs/TNTConcept/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,outputs/TNTConcept/direct/deepseek/deepseek-chat/zero_shot/tnt - deeepseek - zs.csv,Latest successful metadata selected a missing canonical path; the same condition folder contained exactly one CSV artifact.
TNTConcept,direct,openai,gpt-5.5-2026-04-23,few_shot,run_1,recovered_unique_sibling_csv,outputs/TNTConcept/direct/openai/gpt-5.5-2026-04-23/few_shot/run_1.csv,outputs/TNTConcept/direct/openai/gpt-5.5-2026-04-23/few_shot/tnt - openai - fs.csv,Latest successful metadata selected a missing canonical path; the same condition folder contained exactly one CSV artifact.
TNTConcept,direct,openai,gpt-5.5-2026-04-23,zero_shot,run_1,recovered_unique_sibling_csv,outputs/TNTConcept/direct/openai/gpt-5.5-2026-04-23/zero_shot/run_1.csv,outputs/TNTConcept/direct/openai/gpt-5.5-2026-04-23/zero_shot/tnt - openai - zs.csv,Latest successful metadata selected a missing canonical path; the same condition folder contained exactly one CSV artifact.
