module_path,build_tool,build_file,artifact_id,packaging,java_version,plugins,declared_submodules,parse_error
spring-petclinic-modulith,gradle,systems/pet-clinic/spring-petclinic-modulith/build.gradle,spring-petclinic-modulith,jar,17,checkstyle|io.spring.dependency-management|io.spring.javaformat|io.spring.nohttp|java|org.cyclonedx.bom|org.graalvm.buildtools.native|org.springframework.boot,,
spring-petclinic-modulith,maven,systems/pet-clinic/spring-petclinic-modulith/pom.xml,spring-petclinic,jar,17,,,
